Feature ID,Sample name,AA amplicon number,Classification,Oncogenes,AA cycles file,AA graph file,All genes,Captured interval length,Complexity score,Feature maximum copy number,Feature median copy number,Filter flag,Location,Reference version,Sample type,Tissue of origin
DO218347-SP117552_amplicon1_Linear_1,DO218347-SP117552,1,Linear,,samples/DO218347-SP117552/DO218347-SP117552_AA_results/DO218347-SP117552_amplicon1_cycles.txt,samples/DO218347-SP117552/DO218347-SP117552_AA_results/DO218347-SP117552_amplicon1_graph.txt,AACSL; ADAMTS2; CLK4; COL23A1; GRM6; ZFP2; ZNF354A; ZNF354B; ZNF354C; ZNF454; ZNF879,778042.0,0.7791664320098033,5.936655143260565,5.275726244004044,None,5:177943140-177952076; 5:177952666-178109069; 5:178113472-178726175,GRCh37,NA,NA
DO52156-SP135478_NA,DO52156-SP135478,NA,NA,,Not Provided,Not Provided,,NA,NA,NA,NA,NA,,GRCh37,NA,NA
DO17848-SP37636_NA,DO17848-SP37636,NA,NA,,Not Provided,Not Provided,,NA,NA,NA,NA,NA,,GRCh37,NA,NA
DO22417-SP48263_NA,DO22417-SP48263,NA,NA,,Not Provided,Not Provided,,NA,NA,NA,NA,NA,,GRCh37,NA,NA
DO20839-SP43651_NA,DO20839-SP43651,NA,NA,,Not Provided,Not Provided,,NA,NA,NA,NA,NA,,GRCh37,NA,NA
DO27805-SP59356_NA,DO27805-SP59356,NA,NA,,Not Provided,Not Provided,,NA,NA,NA,NA,NA,,GRCh37,NA,NA
DO51085-SP112857_NA,DO51085-SP112857,NA,NA,,Not Provided,Not Provided,,NA,NA,NA,NA,NA,,GRCh37,NA,NA
DO220857-SP124319_NA,DO220857-SP124319,NA,NA,,Not Provided,Not Provided,,NA,NA,NA,NA,NA,,GRCh37,NA,NA
DO42424-SP92707_NA,DO42424-SP92707,NA,NA,,Not Provided,Not Provided,,NA,NA,NA,NA,NA,,GRCh37,NA,NA
DO36039-SP79342_NA,DO36039-SP79342,NA,NA,,Not Provided,Not Provided,,NA,NA,NA,NA,NA,,GRCh37,NA,NA
DO48065-SP105708_NA,DO48065-SP105708,NA,NA,,Not Provided,Not Provided,,NA,NA,NA,NA,NA,,GRCh37,NA,NA
DO218404-SP117614_amplicon1_Linear_1,DO218404-SP117614,1,Linear,,samples/DO218404-SP117614/DO218404-SP117614_AA_results/DO218404-SP117614_amplicon1_cycles.txt,samples/DO218404-SP117614/DO218404-SP117614_AA_results/DO218404-SP117614_amplicon1_graph.txt,KLF12,591083.0,0.009063011204230155,4.879967365142534,4.77559335869169,LowCN,13:74282417-74873500,GRCh37,NA,NA
DO218404-SP117614_amplicon2_Linear_1,DO218404-SP117614,2,Linear,,samples/DO218404-SP117614/DO218404-SP117614_AA_results/DO218404-SP117614_amplicon2_cycles.txt,samples/DO218404-SP117614/DO218404-SP117614_AA_results/DO218404-SP117614_amplicon2_graph.txt,,319517.0,0.6929694235987678,5.904558417956826,5.904558417956826,None,13:75398156-75717673,GRCh37,NA,NA
DO218404-SP117614_amplicon3_Linear_1,DO218404-SP117614,3,Linear,,samples/DO218404-SP117614/DO218404-SP117614_AA_results/DO218404-SP117614_amplicon3_cycles.txt,samples/DO218404-SP117614/DO218404-SP117614_AA_results/DO218404-SP117614_amplicon3_graph.txt,CEACAM18; FLJ30403; SIGLEC10; SIGLEC12; SIGLEC6; SIGLEC8; ZNF175,205549.0,0.6708824718092008,4.97730839158964,4.97730839158964,LowCN,19:51899050-52104599,GRCh37,NA,NA
DO48545-SP106734_NA,DO48545-SP106734,NA,NA,,Not Provided,Not Provided,,NA,NA,NA,NA,NA,,GRCh37,NA,NA
DO49767-SP109542_NA,DO49767-SP109542,NA,NA,,Not Provided,Not Provided,,NA,NA,NA,NA,NA,,GRCh37,NA,NA
DO23524-SP50129_NA,DO23524-SP50129,NA,NA,,Not Provided,Not Provided,,NA,NA,NA,NA,NA,,GRCh37,NA,NA
DO52656-SP116622_NA,DO52656-SP116622,NA,NA,,Not Provided,Not Provided,,NA,NA,NA,NA,NA,,GRCh37,NA,NA
DO48520-SP106669_NA,DO48520-SP106669,NA,NA,,Not Provided,Not Provided,,NA,NA,NA,NA,NA,,GRCh37,NA,NA
DO35572-SP78717_NA,DO35572-SP78717,NA,NA,,Not Provided,Not Provided,,NA,NA,NA,NA,NA,,GRCh37,NA,NA
DO46745-SP102489_NA,DO46745-SP102489,NA,NA,,Not Provided,Not Provided,,NA,NA,NA,NA,NA,,GRCh37,NA,NA
DO35874-SP79178_NA,DO35874-SP79178,NA,NA,,Not Provided,Not Provided,,NA,NA,NA,NA,NA,,GRCh37,NA,NA
DO39481-SP86660_NA,DO39481-SP86660,NA,NA,,Not Provided,Not Provided,,NA,NA,NA,NA,NA,,GRCh37,NA,NA
DO17054-SP35951_NA,DO17054-SP35951,NA,NA,,Not Provided,Not Provided,,NA,NA,NA,NA,NA,,GRCh37,NA,NA
DO218411-SP117621_amplicon1_Linear_1,DO218411-SP117621,1,Linear,,samples/DO218411-SP117621/DO218411-SP117621_AA_results/DO218411-SP117621_amplicon1_cycles.txt,samples/DO218411-SP117621/DO218411-SP117621_AA_results/DO218411-SP117621_amplicon1_graph.txt,POM121L12,324174.0,5.302425165608342e-13,4.786249230582538,4.786249230582538,LowCN,7:53014945-53339119,GRCh37,NA,NA
DO218411-SP117621_amplicon2_BFB_1,DO218411-SP117621,2,BFB,EGFR,samples/DO218411-SP117621/DO218411-SP117621_AA_results/DO218411-SP117621_amplicon2_cycles.txt,samples/DO218411-SP117621/DO218411-SP117621_AA_results/DO218411-SP117621_amplicon2_graph.txt,EGFR; HPVC1; SEC61G; VSTM2A,1635282.0,1.3423301279877906,126.1436601435429,35.38016915641783,None,7:53649372-55284654,GRCh37,NA,NA
DO218411-SP117621_amplicon3_Linear_1,DO218411-SP117621,3,Linear,MYST3,samples/DO218411-SP117621/DO218411-SP117621_AA_results/DO218411-SP117621_amplicon3_cycles.txt,samples/DO218411-SP117621/DO218411-SP117621_AA_results/DO218411-SP117621_amplicon3_graph.txt,AGPAT6; ANK1; GINS4; GOLGA7; MYST3; NKX6-3; SFRP1; ZMAT4,1833261.0,0.9512340453387265,7.67677734237977,5.958025597631863,None,8:40099801-40774633; 8:40779771-41938200,GRCh37,NA,NA
DO218411-SP117621_amplicon4_BFB_1,DO218411-SP117621,4,BFB,C17orf37; CDK12; ERBB2; JUP; LASP1; MLLT6; RPL23,samples/DO218411-SP117621/DO218411-SP117621_AA_results/DO218411-SP117621_amplicon4_cycles.txt,samples/DO218411-SP117621/DO218411-SP117621_AA_results/DO218411-SP117621_amplicon4_graph.txt,ACLY; ARHGAP23; ARL5C; C17orf37; C17orf96; C17orf98; CACNB1; CDK12; CISD3; CNP; CWC25; DNAJC7; EIF1; ERBB2; FBXL20; FBXO47; FKBP10; FLJ43826; GAST; GPR179; GRB7; HAP1; IKZF3; JUP; KLHL10; KLHL11; KRT13; KRT14; KRT15; KRT16; KRT17; KRT19; KRT31; KRT32; KRT33B; KRT34; KRT35; KRT36; KRT37; KRT38; KRT42P; KRT9; LASP1; MED1; MLLT6; MRPL45; NEUROD2; NT5C3L; PCGF2; PGAP3; PIP4K2B; PLXDC1; PNMT; PPP1R1B; PSMB3; RPL19; RPL23; SC65; SNORA21; SOCS7; SRCIN1; STAC2; STARD3; TCAP; TTC25,2180105.0,0.9313828642705186,31.37516301588513,14.331640826554304,None,17:36412353-37965389; 17:39523753-40150822,GRCh37,NA,NA
DO218411-SP117621_amplicon5_BFB_1,DO218411-SP117621,5,BFB,,samples/DO218411-SP117621/DO218411-SP117621_AA_results/DO218411-SP117621_amplicon5_cycles.txt,samples/DO218411-SP117621/DO218411-SP117621_AA_results/DO218411-SP117621_amplicon5_graph.txt,ACACA; C17orf78; DDX52; DUSP14; HNF1B; SYNRG; TADA2A,658990.0,0.788520783486584,13.150658747964163,10.066820115498953,None,17:35620877-36279867,GRCh37,NA,NA
DO218411-SP117621_amplicon6_Complex-non-cyclic_1,DO218411-SP117621,6,Complex-non-cyclic,,samples/DO218411-SP117621/DO218411-SP117621_AA_results/DO218411-SP117621_amplicon6_cycles.txt,samples/DO218411-SP117621/DO218411-SP117621_AA_results/DO218411-SP117621_amplicon6_graph.txt,CLC; DYRK1B; FBL; FCGBP; LEUTX; LGALS14; LGALS16; LGALS17A,473210.0,1.5125694457616172,11.071990802134534,9.040593385007165,None,19:29031300-29214945; 19:40125000-40414565,GRCh37,NA,NA
DO218411-SP117621_amplicon7_Linear_1,DO218411-SP117621,7,Linear,,samples/DO218411-SP117621/DO218411-SP117621_AA_results/DO218411-SP117621_amplicon7_cycles.txt,samples/DO218411-SP117621/DO218411-SP117621_AA_results/DO218411-SP117621_amplicon7_graph.txt,ANKRD27; C19orf40; CCDC123; DPY19L3; GPATCH1; NUDT19; PDCD5; RGS9BP; RHPN2; SLC7A9; TDRD12; WDR88; ZNF507,901899.0,0.6496912812508921,5.589003320095895,5.589003320095895,None,19:32721353-33623252,GRCh37,NA,NA
DO220174-SP122714_NA,DO220174-SP122714,NA,NA,,Not Provided,Not Provided,,NA,NA,NA,NA,NA,,GRCh37,NA,NA
DO51180-SP117331_NA,DO51180-SP117331,NA,NA,,Not Provided,Not Provided,,NA,NA,NA,NA,NA,,GRCh37,NA,NA
DO23545-SP50171_NA,DO23545-SP50171,NA,NA,,Not Provided,Not Provided,,NA,NA,NA,NA,NA,,GRCh37,NA,NA
DO44093-SP96124_NA,DO44093-SP96124,NA,NA,,Not Provided,Not Provided,,NA,NA,NA,NA,NA,,GRCh37,NA,NA
DO10631-SP23078_NA,DO10631-SP23078,NA,NA,,Not Provided,Not Provided,,NA,NA,NA,NA,NA,,GRCh37,NA,NA
DO35895-SP79198_NA,DO35895-SP79198,NA,NA,,Not Provided,Not Provided,,NA,NA,NA,NA,NA,,GRCh37,NA,NA
DO218611-SP117840_NA,DO218611-SP117840,NA,NA,,Not Provided,Not Provided,,NA,NA,NA,NA,NA,,GRCh37,NA,NA
DO1004-SP2147_NA,DO1004-SP2147,NA,NA,,Not Provided,Not Provided,,NA,NA,NA,NA,NA,,GRCh37,NA,NA
DO46789-SP102624_NA,DO46789-SP102624,NA,NA,,Not Provided,Not Provided,,NA,NA,NA,NA,NA,,GRCh37,NA,NA
DO52498-SP116221_NA,DO52498-SP116221,NA,NA,,Not Provided,Not Provided,,NA,NA,NA,NA,NA,,GRCh37,NA,NA
DO218417-SP117627_amplicon1_Linear_1,DO218417-SP117627,1,Linear,,samples/DO218417-SP117627/DO218417-SP117627_AA_results/DO218417-SP117627_amplicon1_cycles.txt,samples/DO218417-SP117627/DO218417-SP117627_AA_results/DO218417-SP117627_amplicon1_graph.txt,EIF3IP1,706039.0,0.6079558061569699,5.665493592994246,5.665493592994246,None,7:109329202-109672538; 7:109673049-110035752,GRCh37,NA,NA
DO218417-SP117627_amplicon2_ecDNA_1,DO218417-SP117627,2,ecDNA,,samples/DO218417-SP117627/DO218417-SP117627_AA_results/DO218417-SP117627_amplicon2_cycles.txt,samples/DO218417-SP117627/DO218417-SP117627_AA_results/DO218417-SP117627_amplicon2_graph.txt,PI4KA; POM121L4P; TMEM191A,64027.0,0.6478372947096938,17.036728435294272,13.224784484158247,None,22:21011034-21075061,GRCh37,NA,NA
DO218417-SP117627_amplicon3_ecDNA_1,DO218417-SP117627,3,ecDNA,,samples/DO218417-SP117627/DO218417-SP117627_AA_results/DO218417-SP117627_amplicon3_cycles.txt,samples/DO218417-SP117627/DO218417-SP117627_AA_results/DO218417-SP117627_amplicon3_graph.txt,ATP8B1; BOD1P; CCBE1; FECH; NARS; ONECUT2; ST8SIA3; TXNL1; WDR7,1628604.0,0.7208723603593338,6.452225706683144,6.273432223912607,LowCN,18:53782879-54946738; 18:54948717-55413187; 18:57307137-57307412,GRCh37,NA,NA
DO51490-SP125694_NA,DO51490-SP125694,NA,NA,,Not Provided,Not Provided,,NA,NA,NA,NA,NA,,GRCh37,NA,NA
DO46374-SP101628_NA,DO46374-SP101628,NA,NA,,Not Provided,Not Provided,,NA,NA,NA,NA,NA,,GRCh37,NA,NA
DO42544-SP92947_NA,DO42544-SP92947,NA,NA,,Not Provided,Not Provided,,NA,NA,NA,NA,NA,,GRCh37,NA,NA
DO34432-SP75202_NA,DO34432-SP75202,NA,NA,,Not Provided,Not Provided,,NA,NA,NA,NA,NA,,GRCh37,NA,NA
DO39363-SP86425_NA,DO39363-SP86425,NA,NA,,Not Provided,Not Provided,,NA,NA,NA,NA,NA,,GRCh37,NA,NA
DO27859-SP59464_NA,DO27859-SP59464,NA,NA,,Not Provided,Not Provided,,NA,NA,NA,NA,NA,,GRCh37,NA,NA
DO220535-SP124003_NA,DO220535-SP124003,NA,NA,,Not Provided,Not Provided,,NA,NA,NA,NA,NA,,GRCh37,NA,NA
DO49457-SP117745_NA,DO49457-SP117745,NA,NA,,Not Provided,Not Provided,,NA,NA,NA,NA,NA,,GRCh37,NA,NA
DO52619-SP116531_NA,DO52619-SP116531,NA,NA,,Not Provided,Not Provided,,NA,NA,NA,NA,NA,,GRCh37,NA,NA
DO52125-SP135296_NA,DO52125-SP135296,NA,NA,,Not Provided,Not Provided,,NA,NA,NA,NA,NA,,GRCh37,NA,NA
DO218428-SP117639_amplicon1_ecDNA_1,DO218428-SP117639,1,ecDNA,IGF1R; MYST4,samples/DO218428-SP117639/DO218428-SP117639_AA_results/DO218428-SP117639_amplicon1_cycles.txt,samples/DO218428-SP117639/DO218428-SP117639_AA_results/DO218428-SP117639_amplicon1_graph.txt,ADAMTS17; ADK; ANXA11; ARRDC4; C10orf11; C10orf57; C10orf58; C15orf51; COMTD1; DLG5; DUPD1; DUSP13; DYDC1; DYDC2; EIF5AL1; FAM169B; IGF1R; KCNMA1; LRRC28; LYSMD4; MAT1A; MCTP2; MEF2A; MYST4; NCRNA00245; NR2F2; NRG3; PGPEP1L; PLAC9; POLR3A; PPIF; RPS24; SAMD8; SFTPA2; SH2D4B; SPATA8; SYNM; TSPAN14; TTC23; VDAC2; ZCCHC24; ZMIZ1; ZNF503,12297844.0,2.100767733147309,51.49654515382992,10.575840272148232,None,15:94630384-97851798; 15:97858578-100872339; 15:102283667-102308398; 10:76013395-78255578; 10:78261013-78314874; 10:78516093-78516988; 10:78517022-80953031; 10:80953454-81092182; 10:81092779-81306000; 10:81316488-81316632; 10:81787456-81788870; 10:81816422-82526784; 10:83689774-83716930; 10:84154631-84368596,GRCh37,NA,NA
DO218428-SP117639_amplicon2_ecDNA_1,DO218428-SP117639,2,ecDNA,PCM1,samples/DO218428-SP117639/DO218428-SP117639_AA_results/DO218428-SP117639_amplicon2_cycles.txt,samples/DO218428-SP117639/DO218428-SP117639_AA_results/DO218428-SP117639_amplicon2_graph.txt,ASAH1; CNOT7; EFHA2; FGL1; MTMR7; MTUS1; NAT1; NAT2; PCM1; PDGFRL; SLC7A2; VPS37A; ZDHHC2,1380541.0,0.6215749590482698,4.687489960878949,4.5961674653490014,LowCN,8:16979733-17003291; 8:17004748-17006349; 8:17007108-17008684; 8:17010182-17182625; 8:17184595-18365958,GRCh37,NA,NA
DO218428-SP117639_amplicon3_Linear_1,DO218428-SP117639,3,Linear,,samples/DO218428-SP117639/DO218428-SP117639_AA_results/DO218428-SP117639_amplicon3_cycles.txt,samples/DO218428-SP117639/DO218428-SP117639_AA_results/DO218428-SP117639_amplicon3_graph.txt,BANF2; BFSP1; C20orf12; C20orf72; CSRP2BP; DSTN; KIF16B; MACROD2; MGC44328; OTOR; OVOL2; PCSK2; PET117; POLR3F; RBBP9; RRBP1; SEC23B; SNORD17; SNRPB2; SNX5; ZNF133,3444180.0,1.0486825325379991,5.829456841059109,5.346573577169445,None,20:15072502-15301734; 20:15303768-18027959; 20:18028479-18241666; 20:18241727-18519297,GRCh37,NA,NA
DO218428-SP117639_amplicon4_Complex-non-cyclic_1,DO218428-SP117639,4,Complex-non-cyclic,,samples/DO218428-SP117639/DO218428-SP117639_AA_results/DO218428-SP117639_amplicon4_cycles.txt,samples/DO218428-SP117639/DO218428-SP117639_AA_results/DO218428-SP117639_amplicon4_graph.txt,PPM1E; RPS6KB1; TMEM49; TUBD1,175642.0,0.8866749040830431,5.529655888854233,5.529655888854233,None,17:56937249-56976403; 17:57849334-57870216; 17:57871184-57986790,GRCh37,NA,NA
DO218428-SP117639_amplicon5_Complex-non-cyclic_1,DO218428-SP117639,5,Complex-non-cyclic,,samples/DO218428-SP117639/DO218428-SP117639_AA_results/DO218428-SP117639_amplicon5_cycles.txt,samples/DO218428-SP117639/DO218428-SP117639_AA_results/DO218428-SP117639_amplicon5_graph.txt,,563033.0,0.808125461780134,6.347326325737903,5.1047609857848775,None,18:36589337-37152370,GRCh37,NA,NA
DO220509-SP123984_NA,DO220509-SP123984,NA,NA,,Not Provided,Not Provided,,NA,NA,NA,NA,NA,,GRCh37,NA,NA
DO45215-SP99153_NA,DO45215-SP99153,NA,NA,,Not Provided,Not Provided,,NA,NA,NA,NA,NA,,GRCh37,NA,NA
DO48900-SP107373_NA,DO48900-SP107373,NA,NA,,Not Provided,Not Provided,,NA,NA,NA,NA,NA,,GRCh37,NA,NA
DO47064-SP103436_NA,DO47064-SP103436,NA,NA,,Not Provided,Not Provided,,NA,NA,NA,NA,NA,,GRCh37,NA,NA
DO48891-SP107359_NA,DO48891-SP107359,NA,NA,,Not Provided,Not Provided,,NA,NA,NA,NA,NA,,GRCh37,NA,NA
DO218684-SP117919_NA,DO218684-SP117919,NA,NA,,Not Provided,Not Provided,,NA,NA,NA,NA,NA,,GRCh37,NA,NA
DO22548-SP48534_NA,DO22548-SP48534,NA,NA,,Not Provided,Not Provided,,NA,NA,NA,NA,NA,,GRCh37,NA,NA
DO220342-SP123858_NA,DO220342-SP123858,NA,NA,,Not Provided,Not Provided,,NA,NA,NA,NA,NA,,GRCh37,NA,NA
DO51551-SP113926_NA,DO51551-SP113926,NA,NA,,Not Provided,Not Provided,,NA,NA,NA,NA,NA,,GRCh37,NA,NA
DO44089-SP96116_NA,DO44089-SP96116,NA,NA,,Not Provided,Not Provided,,NA,NA,NA,NA,NA,,GRCh37,NA,NA
DO218440-SP117655_amplicon1_Complex-non-cyclic_1,DO218440-SP117655,1,Complex-non-cyclic,,samples/DO218440-SP117655/DO218440-SP117655_AA_results/DO218440-SP117655_amplicon1_cycles.txt,samples/DO218440-SP117655/DO218440-SP117655_AA_results/DO218440-SP117655_amplicon1_graph.txt,ANKRD29; C18orf45; C18orf8; CABLES1; CABYR; HRH4; IMPACT; LAMA3; NPC1; OSBPL1A; RIOK3; SLC26A3; TTC39C,1575525.0,0.8516778754191682,5.48003332396196,5.434719440227123,None,7:107410612-107410671; 18:20781100-22356566,GRCh37,NA,NA
